Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Ballyhass Lakes,http://www.ballyhasslakes.ie,+353(0)2227773,-8.790095,52.170583,Cork,Cecilstown,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Longford Arms Hotel,http://www.longfordarms.ie,+353(0)433346296,-7.801731,53.728749,Longford,,Republic of Ireland,Hotel
The Fáilte Hotel,http://www.failtekillarney.com,+353(0)646633404,-9.506824,52.059407,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter"
"Abbey Court Hotel, Lodges, and Trinity Leisure Spa",http://www.abbeycourt.ie,+353(0)6741111,-8.190088,52.864706,Tipperary,Nenagh,Republic of Ireland,"Hotel,Stay and Spend"
Brook Lodge Hotel,http://www.brooklodgekillarney.com,+353(0)646631800,-9.512499,52.060785,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Georgian Rooms Howth,https://georgianrooms.com/howth/,353866000000,-6.0647368,53.3880754,Dublin,Howth,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Dunroman House,http://www.doolinbedandbreakfast.com,+353(0)657074774,-9.379021919,53.01557182,Clare,Doolin,Ireland,B&B
The Mariner Westport,https://www.themariner.ie,+353(0)9829200,-9.521389595,53.79855461,Mayo,Westport,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ivyleigh House,http://www.ivyleigh.com,+353(0)578622081,-7.300001055,53.035758,Laois,Portlaoise,Republic of Ireland,B&B
"Slieve Russell Hotel, Golf and Country Club",http://www.slieverussell.ie,+353(0)499526444,-7.556769226,54.09671001,Cavan,Ballyconnell,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Knockree Youth Hostel,http://www.facebook.com/anoige,+353(0)12767981,-6.211837,53.17841,Wicklow,Knockree,Republic of Ireland,Hostel
Trinity Island Lodge,http://www.trinityisland.com,+353(0)494334314,-7.469075423,53.98982413,Cavan,Killeshandra,Republic of Ireland,Self Catering Accommodation
Kenmare House B&B,http://www.kenmarehousebandb.com,+353(0)646641283,-9.596236383,51.88280604,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
Eccles Hotel,http://www.eccleshotel.com,+353(0)2763003,-9.540818899,51.75191998,Cork,Glengarriff,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Mountain Retreat Annagh More B&B,http://annagh-more.ie/,+353(0)892128300,-9.329038112,52.00806206,Kerry,Killarney,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Killarney International Youth Hostel,https://anoige.ie/killarney-international-hostel/,+353(0)646631240,-9.53052,52.077837,Kerry,Aghadoe,Republic of Ireland,Hostel
Sea Court,http://www.seacourt.ie,+353(0)863284829,-7.144259,52.16732,Waterford,Tramore,Republic of Ireland,B&B
Ballinclea House,http://www.ballincleahouse.com,+353(0)40447118,-6.093935,52.891845,Wicklow,Brittas Bay,Republic of Ireland,"B&B,Covid Safety Charter"
Ardrinane House,http://ardrinane.com,+353(0)669157119,-10.05651829,52.15083285,Kerry,Annascaul,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Green Isle Conference & Leisure Hotel,http://www.greenislehotel.com,+353(0)14123700,-6.403631779,53.30950271,Dublin,Clondalkin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Laragh House,http://www.laraghhouse.com,+353(0)567796691,-7.249478,52.639633,Kilkenny,,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Coolclogher House,https://twitter.com/Coolclogher,+353(0)879227635,-9.48758456,52.04950189,Kerry,Killarney,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Kingstown House B&B,http://www.kingstownhouse.com,+353(0)9521470,-10.020653,53.48869,Galway,Clifden,Republic of Ireland,B&B
Ballyteigue House,http://www.ballyteigue.com,+353(0)6390575,-8.71960728,52.41387502,Limerick,Bruree,Republic of Ireland,Self Catering Accommodation
Highfield House,https://www.facebook.com/highfieldguesthouse?ref=bookmarks,+353(0)469436386,-6.787157,53.55255,Meath,Trim,Republic of Ireland,Guesthouse
The Lookout,http://irland-reisen.eu,+353(0)834820637,-8.47493316,54.7703879,Donegal,Ardara,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Academy Plaza Hotel,http://academyplazahotel.ie,+353(0)18780666,-6.259991,53.352524,Dublin,Dublin City Centre,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Maroc House,http://marochouse.ie,+353(0)872302288,-6.088291341,53.52376428,Dublin,Rush,Ireland,"B&B,B&B Ireland"
Leeson Bridge House,http://www.leesonbridgehouse.ie,+353(0)16681000,-6.252968,53.331714,Dublin,Dublin,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Rivermount House,http://www.rivermount.com,+353(0)214778033,-8.563271,51.688255,Cork,Kinsale,Republic of Ireland,"B&B,Covid Safety Charter"
Holiday Inn Express Dublin City Centre,https://www.hiexdublincc.com/,+353(0)12788099,-6.260844966,53.35218727,Dublin,Dublin City,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Hotel Woodstock,http://hotelwoodstock.ie,+353(0)656899800,-9.028287495,52.84096748,Clare,Ennis,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Rosmo House,http://www.rosmo-accommodation.com,+353(0)9825925,-9.556316,53.795659,Mayo,Rosbeg,Republic of Ireland,"B&B,Covid Safety Charter"
Great Northern Hotel,http://www.greatnorthernhotel.com,+353(0)719841204,-8.276235164,54.48512275,Donegal,Bundoran,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Caseys of Baltimore Lodge,http://caseysofbaltimore.com,+353(0)2820197,-9.361894665,51.484662,Cork,Baltimore,Ireland,"B&B,Welcome Standard"
Grove Farmhouse,http://www.bandbs.ie/bedandbreakfast/grove-farmhouse-bb-kilkenny/,+353(0)567758467,-7.095248,52.471511,Kilkenny,Inistioge,Republic of Ireland,"B&B,Covid Safety Charter"
Church View B&B,http://churchview.info/,+353(0)657729170,-7.302258883,52.60209949,Kilkenny,Cuffes Grange,Republic of Ireland,"B&B,B&B Ireland"
Corrib House,https://corribhouse.com/,+353(0)91446753,-9.054942042,53.276525,Galway,,Ireland,"B&B,Covid Safety Charter"
Kylemore Abbey Global Centre,http://kylemore.nd.edu,+353(0)9541905,-9.889311657,53.56164414,Galway,Kylemore,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Knockalla Caravan & Camping Park,http://www.knockallacaravanpark.com,+353(0)749159108,-7.611285887,55.1837052,Donegal,Portsalon,Republic of Ireland,"Camping,Covid Safety Charter"
Sheedy's Doolin,http://sheedysdoolin.com,+353(0)657075050,-9.380804535,53.01587861,Clare,Doolin,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
The Lodge at Ashford Castle,http://www.thelodgeac.com/,353950000000,-9.2744457,53.5347382,Mayo,Ashford,Ireland,"B&B,Welcome Standard"
Ballyliffin Hotel,http://www.ballyliffinhotel.com,+353(0)749376106,-7.393952,55.277699,Donegal,Ballyliffin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Glasha Meadows,http://www.glashameadows.com,+353(0)657074443,-9.361815,53.033792,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter"
Lough Bishop House,http://www.loughbishophouse.com,+353(0)449661313,-7.271025,53.634612,Westmeath,Collinstown,Republic of Ireland,"B&B,B&Bs,Historic House"
Palmgrove House,,+353(0)6821857,-9.439159,52.453005,Kerry,Listowel,Republic of Ireland,B&B
The Grand Hotel,http://www.grandhotelfermoy.ie,+353(0)2540966,-8.276072,52.138309,Cork,Fermoy,Republic of Ireland,Hotel
Springfield House,http://www.springfieldhousebandb.com,+353(0)238840622,-8.94169056,51.56633452,Cork,Castlefreke,Republic of Ireland,B&B
Harbour House B&B,http://www.harbourhousebb.com,+353(0)539425117,-6.229280279,52.64458283,Wexford,Gorey,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard"
O'Donovan's Hotel,http://www.odonovanshotel.com,+353(0)238833250,-8.889939883,51.62303021,Cork,Clonakilty,Republic of Ireland,"Hotel,Covid Safety Charter"
Rosleague Manor Hotel,http://www.rosleague.com,+353(0)9541101,-9.973038065,53.54695794,Galway,Letterfrack,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Forum - Mountmellick,http://www.theforum-mountmellick.com,+353(0)578697557,-7.328545709,53.11821249,Laois,Mountmellick,Ireland,Hostel
Lansdowne Hotel,http://www.lansdownehotel.ie,+353(0)16682522,-6.241276335,53.33227139,Dublin,Ballsbridge,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Eagle's Nest Bed & Breakfast,http://www.eaglesnest-BB.com,+353(0)749544893,-8.337178,54.844738,Donegal,Lettermacaward,Republic of Ireland,"B&B,Covid Safety Charter"
River View,http://www.rivervieweastdouglas.com,+353(0)214893762,-8.435478563,51.87681825,Cork,Douglas,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Greenacres,http://www.greenacresrathcoole.com,+353(0)14580732,-6.499315,53.257096,Dublin,Newtown,Republic of Ireland,"B&B,Covid Safety Charter"
"The Morrison, a DoubleTree by Hilton Hotel",http://www.morrisonhotel.ie,+353(0)18872400,-6.266094,53.346516,Dublin,Dublin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Óstán Loch Altan Hotel,http://www.ostanlochaltan.com/,+353(0)749135267,-8.133193902,55.12167518,Donegal,Gortahork,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Shannon Springs Hotel,http://www.shannonspringshotel.com,35361364588,-8.862044,52.714901,Clare,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Kilbora B&B,https://www.bandbireland.com/accommodation/26642/kilbora,353861000000,-6.4673045,52.599898,Wexford,Camolin,Ireland,"B&B,B&B Ireland"
The Caha's,http://cahaskenmare.com/,+353(0)646641271,-9.585233,51.888057,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
O'Shea B&B,http://www.osheasbnb.com,+353(0)669472402,-10.223641,51.947483,Kerry,Cahersiveen,Republic of Ireland,B&B
Marianella,http://marianellabandb.com/,+353(0)539133139,-6.352152047,52.24251999,Wexford,Kilrane,Republic of Ireland,"B&B,B&B Ireland"
Bluebell Cottage Tipperary,http://airbnb.ie/rooms/18887511,+353(0)851218219,-8.019568342,52.77536175,Tipperary,Borrisoleigh,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Woodlands Hotel,http://www.woodlandshotel.ie,+353(0)51392700,-7.064407,52.239195,Waterford,Waterford City,Republic of Ireland,"Hotel,Stay and Spend"
Fairhill House Hotel,http://www.fairhillhouse.com,+353(0)949546176,-9.364485,53.544422,Galway,Connemara,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lahanaght House,http://www.lahanaghthouse.com,+353(0)2831293,-9.199659,51.651546,Cork,Drimoleague,Republic of Ireland,Self Catering Accommodation
Teach Dairbhre,http://homepage.eircom.net/~islander/,+353(0)667127921,-10.35439539,51.91253008,Kerry,Valentia Island,Republic of Ireland,Self Catering Accommodation
Markree Castle,http://www.markreecastle.ie,+353(0)719167800,-8.46172,54.174065,Sligo,Collooney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Ice House Hotel,http://www.instagram.com/icehousemayo,+353(0)9623500,-9.14009821,54.12737534,Mayo,Ballina,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Garnish House,http://www.garnish.ie,+353(0)214275111,-8.488465,51.895895,Cork,Western Road,Republic of Ireland,Guesthouse
Atlantic Breeze,https://www.bandbireland.com/accommodation/28144/atlantic-breeze,+353(0)877517148,-8.223229753,54.53611508,Donegal,Rossnowlagh,Republic of Ireland,"B&B,B&B Ireland"
"Seascape, Fethard-on-Sea",http://www.sykescottages.co.uk/cottage/County-Wexford-Slade/Seascape-17185.html,+353(0)51565626,-6.911296779,52.13423712,Wexford,,Republic of Ireland,Self Catering Accommodation
Woodview Lodge,,+353(0)892248291,-6.739804791,53.54233948,Meath,Adamstown,Ireland,B&B
Dun A Ri House Hotel,http://www.dunarihouse.com,+353(0)429668091,-6.804325,53.905144,Cavan,Kingscourt,Republic of Ireland,"Hotel,Covid Safety Charter"
Travelodge Castletroy,http://www.travelodge.ie/hotels/406/Limerick-Castletroy-hotel?rooms%5B0%5D%5BroomId%5D=n33b9hh79hxku0&rooms%5B0%5D%5Badults%5D=1&rooms%5B0%5D%5Bchildren%5D=0&rooms%5B0%5D%5Bextras%5D%5B0%5D=&lozenges=&strikeThroughShown=0,+353(0)61603500,-8.585062505,52.66458296,Limerick,Castletroy,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Knightsbrook Holiday Cottages,http://www.knightsbrook.com/knightsbrook-accommodation-self-catering.html,+353(0)469482100,-6.7644,53.548435,Meath,Trim,Republic of Ireland,"Self Catering Accommodation,Stay and Spend"
Killavil House,http://www.killavilhouse.com,+353(0)719841556,-8.262694,54.483987,Donegal,Bundoran,Republic of Ireland,"B&B,Covid Safety Charter"
University of Limerick Accommodation,https://campuslifeweb.ul.ie/LimerickBnB/,+353(0)61234178,-8.573608348,52.66830327,Limerick,Castletroy,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Avenue Holiday Cottages,http://www.facebook.com/themalton,+353(0)646638000,-9.500677,52.058535,Kerry,Killarney,Republic of Ireland,Self Catering Accommodation
The Schoolhouse at Annaghmore,http://irishlandmark.com/property/schoolhouse-at-annaghmore/,+353(0)16704733,-8.547494221,54.151905,Sligo,Collooney,Ireland,"Self Catering Accommodation,Welcome Standard"
Lucan Spa Hotel,https://www.facebook.com/LucanSpa/,+353(0)16280494,-6.463621525,53.35565294,Dublin,Lucan,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Deerpark Manor B&B,http://www.deerparkmanorbandb.com,+353(0)949251078,-8.943372,53.938154,Mayo,Swinford,Republic of Ireland,"B&B,Covid Safety Charter"
Kilmore Cottage,http://www.kilmorecottage.com/,+353(0)539135487,-6.545995802,52.20228207,Wexford,Kilmore,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Slí Dála B&B,http://slidala.com,+353(0)50523270,-7.777397938,52.95771906,Tipperary,Roscrea,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Innishannon House Hotel,http://www.innishannonhotel.ie,+353(0)214775121,-8.648075548,51.75968822,Cork,Innishannon,Republic of Ireland,"Hotel,Covid Safety Charter"
Carlingford Adventure Centre,http://www.carlingfordadventure.com,+353(0)429373100,-6.186241,54.040061,Louth,Carlingford,Republic of Ireland,"Hostel,Covid Safety Charter,Stay and Spend"
Panorama House,http://www.panoramabb.ie,+353(0)238846248,-8.767071768,51.64437563,Cork,Timoleague,Republic of Ireland,"B&B,Welcome Standard"
Adare,http://www.adarehouse.com,+353(0)16683075,-6.239279,53.326477,Dublin,Ballsbridge,Republic of Ireland,"B&B,Covid Safety Charter"
Ballyvaughan,http://www.rentacottage.ie/self-catering/Clare/Ballyvaughan/Ballyvaughan_Holiday_Cottages_4_Bed_(Type_A)-1.html,+353(0)61411109,-9.142632037,53.11775775,Limerick,,Republic of Ireland,Self Catering Accommodation
Tawnylust Lodge,http://www.tawnylustlodge.com,+353(0)879172143,-8.098168,54.31144,Leitrim,Manorhamilton,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Ballincrone,,+353(0)719130110,-8.527820568,54.20681619,Sligo,Ballisodare,Republic of Ireland,B&B
Great National Ballykisteen Golf Hotel,http://www.ballykisteenhotel.com,+353(0)6233333,-8.216777,52.502133,Tipperary,Ballykisteen,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Cosy Cottage,http://www.thecosycottage.com,+353(0)749385740,-7.039126242,55.18922715,Donegal,Moville,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
An Doilin Hotel,,+353(0)91595169,-9.604739,53.261397,Galway,Carraroe,Republic of Ireland,Hotel
Glashaus Hotel,http://www.glashaushotel.ie/,+353(0)15381410,-6.374024867,53.28785099,Dublin,Tallaght,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
"Arklow Bay Conference, Leisure and Spa Hotel",http://www.arklowbay.com,+353(0)40226200,-6.14333677,52.80289582,Wicklow,Arklow,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Woodenbridge Lodge,http://www.woodenbridgehotel.com,+353(0)40235146,-6.234952878,52.83232292,Wicklow,Woodenbridge,Republic of Ireland,"B&B,Welcome Standard"
Shearwater Country House B&B,http://shearwaterbandb.com/,+353(0)2833178,-9.130571356,51.55812457,Cork,Union Hall,Republic of Ireland,"B&B,Covid Safety Charter"
Armada Lodge Apartments,https://www.facebook.com/Armadalodge-Seashore-Selfcatering-Holiday-Cottage-Apartments-Sligo-Ireland-267218360053066,+353(0)872601011,-8.50693,54.41212,Sligo,Grange,Republic of Ireland,Self Catering Accommodation
Carrickdale Hotel,http://www.carrickdale.com,+353(0)429380900,-6.360375799,54.10038264,Louth,Dundalk,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ardree House,http://www.ardreehouse.com,+353(0)646632593,-9.506655,52.055165,Kerry,Killarney,Republic of Ireland,"B&B,Covid Safety Charter"
Eviston House Hotel,http://www.evistonhouse.com,+353(0)646631640,-9.510662093,52.05891913,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Gandon Inn,http://www.gandoninn.com,+353(0)578626622,-7.179547,53.092044,Laois,Emo,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Lakeside Cottage,,353494000000,-7.531532,54.017387,Cavan,Killeshandra,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Aran Lodge,http://www.aran-lodge.com,+353(0)2750378,-9.441754,51.723123,Cork,Ballylickey,Republic of Ireland,"B&B,Covid Safety Charter"
Mornington,http://www.mornington.ie,+353(0)449372191,-7.329944167,53.62248212,Westmeath,Multyfarnham,Republic of Ireland,"B&B,Covid Safety Charter,B&Bs,Historic House"
Seafield Hotel & Spa Resort,http://www.seafieldhotel.com,+353(0)539424000,-6.214066,52.675194,Wexford,Ballymoney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Villa Maria Hotel,https://thevillawaterville.com/,+353(0)669474248,-10.17162855,51.82473149,Kerry,Waterville,Republic of Ireland,Hotel
An Caladh Spainneach,http://www.ancaladhspainneach,+353(0)872396467,-10.2736845,52.1394531,Kerry,Dingle,Ireland,Self Catering Accommodation
Highlands,http://www.thehighlandscarlingford.com,+353(0)429376104,-6.187664,54.010009,Louth,Carlingford,Republic of Ireland,"B&B,Covid Safety Charter"
Pebble Mill,http://www.pebblemillkinsaley.com,+353(0)18461792,-6.175226,53.420248,Dublin,Kinsealy,Republic of Ireland,B&B
St Anthonys Lodge,http://www.best-bb-killarney.com/,+353(0)646631534,-9.489189,52.060523,Kerry,Killarney,Republic of Ireland,B&B
Tara,http://www.tarafarmhouse.com,+353(0)9636398,-9.106541,54.187803,Sligo,Enniscrone,Republic of Ireland,B&B
Harvey's Point,http://www.harveyspoint.com,+353(0)749722208,-8.052721192,54.6961546,Donegal,Donegal Town,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Bridge House Hotel Spa and Leisure Club,http://www.bridgehouse.com,+353(0)579325600,-7.492878,53.274912,Offaly,Tullamore,Republic of Ireland,"Hotel,Covid Safety Charter"
Burke's Mulbur House,http://www.mulburhousekillarney.com,+353(0)646639939,-9.519189042,52.10841533,Kerry,Killarney,Ireland,"B&B,Covid Safety Charter"
Druid Cottage,http://www.druidcottagekenmare.com,+353(0)646641803,-9.598037,51.882813,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
Number Forty Eight,http://www.bbcorknumberfortyeight.com,+353(0)214505790,-8.456336,51.902333,Cork,Cork City,Republic of Ireland,B&B
Orchid House,http://www.orchidhouse.net,+353(0)657076975,-9.2991272,53.09953647,Clare,Fanore,Ireland,"B&B,Covid Safety Charter"
Maldron Hotel Sandy Road Galway,http://facebook.com/maldronhotelsandyroadgalway/,+353(0)91513200,-9.045080085,53.28592383,Galway,Headford Road,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Roisin Dubh Houseboat,http://bargetrip.ie/accommodation,+353(0)876465465,-6.664922418,53.24914868,Kildare,Sallins,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
Oak Lodge,,+353(0)16606096,-6.240227,53.327199,Dublin,Ballsbridge,Republic of Ireland,B&B
Dalton Inn Hotel,http://www.daltoninn.com/welcome.html,+353(0)949371488,-8.997565541,53.72179918,Mayo,Claremorris,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Portree Guesthouse,http://www.portreeguesthouse.ie,+353(0)51874574,-7.12097,52.263876,Waterford,Waterford City,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Westcourt Hotel,http://www.westcourt.ie,+353(0)419830965,-6.353717758,53.71498045,Louth,Drogheda,Republic of Ireland,"Hotel,Covid Safety Charter"
Arthur's Rest,,+353(0)51389192,-6.95074,52.242232,Wexford,Arthurstown,Republic of Ireland,B&B
Errigal Country House Hotel,http://www.errigalhotel.com,+353(0)495556901,-7.102662,54.06511,Cavan,Cootehill,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Tir na hÓige,http://easkey.ie/CaravanPark.html,+353(0)9649052,-8.96172547,54.28572494,Sligo,Easkey,Ireland,"Camping,Covid Safety Charter,Welcome Standard"
Abbeyleix Manor,https://www.abbeyleixmanorhotel.com/,353579000000,-7.352623,52.906489,Laois,Abbeyleix,Republic of Ireland,"Hotel,Covid Safety Charter"
Pier Head Hotel Spa and Leisure Centre,http://www.pierheadhotel.ie,+353(0)719166171,-8.447591,54.466896,Sligo,Mullaghmore,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Foleys Town House,http://www.foleystownhouse.com,+353(0)646631217,-9.509911,52.060817,Kerry,Killarney,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Ringfort@The Irish National Heritage Park,http://www.irishheritage.ie,+353(0)539120733,-6.517378894,52.34383863,Wexford,Ferrycarrig,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
The Connacht Hotel,https://www.facebook.com/TheConnacht,+353(0)91381200,-9.021748927,53.27980102,Galway,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Western Hotel,http://www.westernhotel.com,+353(0)949362011,-8.998094684,53.72116174,Mayo,Claremorris,Ireland,"Hotel,Stay and Spend"
Tudor Lodge,http://www.tudorlodgecork.com,+353(0)238833046,-8.889478,51.625522,Cork,Clonakilty,Republic of Ireland,B&B
Mill Road Farm,http://www.millroadfarm.com,+353(0)539129633,-6.568144,52.186498,Wexford,Kilmore Quay,Republic of Ireland,Self Catering Accommodation
Seafort Luxury Hideaway,http://seafort.ie,+353(0)2751748,-9.443307313,51.69283756,Cork,Bantry,Ireland,"B&B,Welcome Standard"
Doolin Inn,https://www.doolininn.ie/,353657000000,-9.3836229,53.0126486,Clare,Doolin,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Cois Abhainn,http://www.clareisland.ie,+353(0)9826216,-10.03069324,53.79455413,Mayo,Clare Island,Republic of Ireland,B&B
